Product_Name,Category,Flavor,Order_Status,Sales_Channel,Container_Size_Lbs,Servings_Per_Container,Price_Per_Unit_PHP,Units_Sold,Total_Price_PHP,Order_Date,Shipment_Date
Whey Isolate Elite,Protein Powder,Milk Chocolate,Returned,Online Store,5,75,3481,1759,6123079,4/7/2025,04/13/2025
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Processing,Marketplace,0.66,60,826,1823,1505798,5/23/2026,06/01/2026
Plant Power Vegan,Protein Powder,Milk Chocolate,Processing,Retail Store,2,30,1541,3475,5354975,12/2/2025,12/07/2025
Max Pre-Workout,Pre-Workout,Sour Apple,Shipped,Online Store,1.33,60,1967,322,633374,11/22/2025,11/25/2025
Creatine Monohydrate Pure,Creatine,Fruit Punch,Cancelled,Marketplace,1.1,100,1643,360,591480,4/12/2026,04/15/2026
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Returned,Gym Partner,1.33,60,2147,343,736421,12/25/2026,12/27/2026
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Delivered,Marketplace,2,30,1744,1118,1949792,12/20/2025,12/27/2025
Whey Isolate Elite,Protein Powder,Vanilla Ice Cream,Returned,Gym Partner,2,30,1480,2062,3051760,3/3/2025,03/07/2025
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Delivered,Online Store,5,75,3263,1429,4662827,1/30/2025,02/08/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Shipped,Marketplace,5,75,3774,4739,17884986,7/19/2025,07/23/2025
Whey Isolate Elite,Protein Powder,Unflavored,Processing,Retail Store,5,75,2821,1639,4623619,7/19/2026,07/27/2026
Creatine Monohydrate Pure,Creatine,Fruit Punch,Cancelled,Gym Partner,2.2,200,1698,1001,1699698,11/22/2025,12/01/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Returned,Gym Partner,1.33,60,2312,3291,7608792,3/31/2025,04/09/2025
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Processing,Online Store,6,16,2171,3366,7307586,11/14/2026,11/22/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Delivered,Online Store,1.33,60,2098,3720,7804560,10/6/2026,10/09/2026
Creatine Drive,Creatine,Unflavored,Cancelled,Marketplace,0.66,60,634,3257,2064938,5/5/2025,05/14/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Cancelled,Marketplace,2,30,1297,3763,4880611,3/15/2026,03/20/2026
Creatine Monohydrate Pure,Creatine,Fruit Punch,Delivered,Retail Store,1.1,100,1470,4115,6049050,4/27/2026,05/03/2026
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Delivered,Gym Partner,2,30,1592,3681,5860152,9/8/2025,09/16/2025
Plant Power Vegan,Protein Powder,Unflavored,Processing,Marketplace,5,75,3096,4738,14668848,2/27/2026,03/03/2026
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Processing,Marketplace,1.33,60,2269,749,1699481,4/21/2026,04/26/2026
Creatine Drive,Creatine,Unflavored,Returned,Retail Store,2.2,200,1480,3749,5548520,7/23/2025,07/26/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Cancelled,Marketplace,5,75,3530,3552,12538560,10/28/2025,11/05/2025
Creatine Drive,Creatine,Fruit Punch,Processing,Retail Store,0.66,60,738,1298,957924,9/7/2025,09/12/2025
Titan Weight Gainer,Weight Gainer,Double Chocolate,Delivered,Gym Partner,12,32,4114,962,3957668,12/26/2025,01/02/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Processing,Retail Store,5,75,3272,2328,7617216,11/30/2025,12/10/2025
Creatine Monohydrate Pure,Creatine,Fruit Punch,Processing,Online Store,1.1,100,1262,4082,5151484,1/25/2025,02/01/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Returned,Online Store,1,45,2268,1614,3660552,1/12/2025,01/20/2025
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Cancelled,Gym Partner,2,30,1725,1467,2530575,8/6/2026,08/12/2026
Whey Isolate Elite,Protein Powder,Cookies & Cream,Delivered,Marketplace,5,75,3047,1764,5374908,4/5/2026,04/11/2026
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Processing,Marketplace,12,32,3622,48,173856,1/7/2026,01/17/2026
Creatine Drive,Creatine,Blue Raspberry,Processing,Retail Store,1.1,100,1444,460,664240,2/24/2026,03/06/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Delivered,Retail Store,1,45,2203,2800,6168400,7/10/2026,07/14/2026
Creatine Monohydrate Pure,Creatine,Fruit Punch,Cancelled,Marketplace,2.2,200,1508,1825,2752100,10/14/2026,10/23/2026
Whey Isolate Elite,Protein Powder,Cookies & Cream,Delivered,Gym Partner,2,30,1497,4741,7097277,1/3/2026,01/10/2026
Plant Power Vegan,Protein Powder,Cookies & Cream,Processing,Online Store,5,75,3305,1894,6259670,2/15/2026,02/18/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Processing,Retail Store,1,45,2239,1242,2780838,12/3/2026,12/11/2026
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Delivered,Gym Partner,6,16,2086,1581,3297966,10/29/2025,10/31/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Processing,Marketplace,5,75,2899,109,315991,6/23/2026,06/28/2026
Max Pre-Workout,Pre-Workout,Sour Apple,Processing,Online Store,0.66,30,1314,3150,4139100,1/11/2026,01/18/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Delivered,Retail Store,2,30,1456,1723,2508688,5/28/2026,06/07/2026
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Delivered,Online Store,6,16,2277,725,1650825,8/18/2026,08/22/2026
Creatine Drive,Creatine,Blue Raspberry,Delivered,Gym Partner,2.2,200,1372,3225,4424700,8/18/2026,08/27/2026
Whey Isolate Elite,Protein Powder,Cookies & Cream,Delivered,Online Store,2,30,1603,3808,6104224,6/12/2025,06/21/2025
Creatine Monohydrate Pure,Creatine,Unflavored,Shipped,Marketplace,0.66,60,733,1696,1243168,2/18/2025,02/22/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Delivered,Retail Store,2,30,1460,1112,1623520,7/11/2025,07/13/2025
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Returned,Marketplace,6,16,2302,3631,8358562,6/23/2025,07/02/2025
Titan Weight Gainer,Weight Gainer,Double Chocolate,Delivered,Retail Store,12,32,3305,2263,7479215,1/23/2026,01/31/2026
Mass Gainer Pro,Weight Gainer,Double Chocolate,Returned,Retail Store,6,16,1867,2763,5158521,5/28/2025,06/02/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Returned,Gym Partner,1,45,1825,1012,1846900,3/5/2025,03/09/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Cancelled,Gym Partner,6,16,2153,257,553321,10/2/2026,10/06/2026
Creatine Monohydrate Pure,Creatine,Fruit Punch,Shipped,Marketplace,0.66,60,829,4123,3417967,9/24/2025,09/26/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Cancelled,Retail Store,5,75,3627,2190,7943130,9/10/2025,09/19/2025
Creatine Monohydrate Pure,Creatine,Unflavored,Returned,Online Store,0.66,60,760,2604,1979040,6/28/2025,07/02/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Processing,Marketplace,6,16,2282,4020,9173640,9/27/2026,10/05/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Returned,Gym Partner,12,32,3687,881,3248247,10/10/2025,10/20/2025
Whey Isolate Elite,Protein Powder,Vanilla Ice Cream,Processing,Gym Partner,5,75,3615,1653,5975595,11/15/2025,11/22/2025
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Delivered,Marketplace,0.66,60,749,3295,2467955,2/23/2025,03/03/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Shipped,Retail Store,5,75,3100,2770,8587000,8/30/2026,09/06/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Returned,Retail Store,12,32,3322,1002,3328644,10/30/2026,11/08/2026
Creatine Drive,Creatine,Unflavored,Returned,Marketplace,2.2,200,1323,3156,4175388,2/13/2026,02/22/2026
Max Pre-Workout,Pre-Workout,Watermelon,Shipped,Marketplace,1,45,2252,4770,10742040,5/5/2026,05/08/2026
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Cancelled,Retail Store,5,75,3464,1975,6841400,3/14/2025,03/18/2025
Titan Weight Gainer,Weight Gainer,Double Chocolate,Delivered,Retail Store,6,16,2175,1717,3734475,5/20/2026,05/27/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Cancelled,Marketplace,6,16,2367,154,364518,3/9/2025,03/14/2025
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Delivered,Retail Store,5,75,3720,2354,8756880,9/23/2026,09/30/2026
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Returned,Online Store,2,30,1618,2542,4112956,10/3/2025,10/13/2025
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Shipped,Gym Partner,0.66,60,840,4779,4014360,6/17/2026,06/22/2026
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Delivered,Online Store,12,32,3419,101,345319,10/11/2025,10/17/2025
Creatine Drive,Creatine,Blue Raspberry,Processing,Online Store,2.2,200,1523,3482,5303086,5/15/2025,05/22/2025
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Shipped,Gym Partner,2.2,200,1330,2256,3000480,10/20/2026,10/27/2026
Mass Gainer Pro,Weight Gainer,Double Chocolate,Cancelled,Retail Store,12,32,3235,3236,10468460,5/25/2026,05/30/2026
Whey Isolate Elite,Protein Powder,Unflavored,Cancelled,Retail Store,5,75,3470,172,596840,4/21/2026,04/23/2026
Whey Isolate Elite,Protein Powder,Unflavored,Processing,Gym Partner,5,75,3212,1037,3330844,4/15/2025,04/25/2025
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Processing,Gym Partner,2,30,1537,2127,3269199,7/26/2026,08/03/2026
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Cancelled,Retail Store,0.66,30,1173,4830,5665590,12/25/2025,01/03/2026
Whey Isolate Elite,Protein Powder,Cookies & Cream,Cancelled,Online Store,2,30,1315,3384,4449960,5/31/2026,06/02/2026
Whey Isolate Elite,Protein Powder,Milk Chocolate,Processing,Gym Partner,2,30,1723,4603,7930969,10/8/2025,10/16/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Delivered,Online Store,1.33,60,2298,4533,10416834,4/8/2026,04/12/2026
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Delivered,Retail Store,0.66,60,720,4997,3597840,5/27/2025,05/30/2025
Whey Isolate Elite,Protein Powder,Cookies & Cream,Processing,Online Store,5,75,2889,171,494019,2/1/2025,02/10/2025
Creatine Drive,Creatine,Blue Raspberry,Processing,Online Store,0.66,60,756,1642,1241352,5/17/2026,05/25/2026
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Delivered,Online Store,1.1,100,1455,2617,3807735,8/29/2026,09/02/2026
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Processing,Retail Store,2.2,200,1649,1143,1884807,2/4/2025,02/07/2025
Max Pre-Workout,Pre-Workout,Watermelon,Returned,Online Store,1.33,60,2175,609,1324575,6/23/2026,06/28/2026
Plant Power Vegan,Protein Powder,Cookies & Cream,Returned,Gym Partner,2,30,1701,3144,5347944,4/20/2026,04/25/2026
Plant Power Vegan,Protein Powder,Unflavored,Shipped,Gym Partner,2,30,1545,3862,5966790,11/21/2025,11/30/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Shipped,Gym Partner,6,16,1817,860,1562620,12/12/2025,12/21/2025
Creatine Drive,Creatine,Fruit Punch,Shipped,Gym Partner,0.66,60,746,4178,3116788,11/1/2025,11/09/2025
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Returned,Retail Store,1.33,60,2165,2101,4548665,1/30/2025,02/03/2025
Creatine Drive,Creatine,Blue Raspberry,Shipped,Retail Store,1.1,100,1650,2313,3816450,4/13/2025,04/23/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Returned,Online Store,5,75,2977,3287,9785399,8/26/2025,08/29/2025
Max Pre-Workout,Pre-Workout,Sour Apple,Shipped,Retail Store,1,45,2014,2441,4916174,6/27/2026,07/01/2026
Max Pre-Workout,Pre-Workout,Fruit Punch,Shipped,Online Store,1,45,1803,1281,2309643,1/13/2025,01/15/2025
Plant Power Vegan,Protein Powder,Unflavored,Returned,Online Store,5,75,2838,4007,11371866,2/24/2025,03/03/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Returned,Retail Store,2,30,1723,1415,2438045,2/16/2026,02/19/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Returned,Marketplace,6,16,1977,4809,9507393,2/9/2025,02/16/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Returned,Gym Partner,5,75,2960,4542,13444320,11/23/2025,12/03/2025
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Processing,Online Store,6,16,1991,4874,9704134,7/21/2026,07/24/2026
Nitro Whey Concentrate,Protein Powder,Vanilla Ice Cream,Delivered,Gym Partner,2,30,1463,2399,3509737,12/7/2025,12/10/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Delivered,Retail Store,5,75,3165,3567,11289555,8/30/2025,09/07/2025
Pre-Workout Ignition,Pre-Workout,Watermelon,Returned,Online Store,0.66,30,1199,542,649858,1/6/2025,01/08/2025
Creatine Drive,Creatine,Blue Raspberry,Delivered,Marketplace,0.66,60,604,4025,2431100,8/3/2026,08/11/2026
Nitro Whey Concentrate,Protein Powder,Unflavored,Cancelled,Gym Partner,5,75,3600,1835,6606000,3/22/2026,03/30/2026
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Shipped,Marketplace,12,32,4107,1876,7704732,8/8/2025,08/18/2025
Pre-Workout Ignition,Pre-Workout,Watermelon,Delivered,Marketplace,1.33,60,2046,2944,6023424,2/5/2026,02/11/2026
Creatine Drive,Creatine,Fruit Punch,Delivered,Retail Store,2.2,200,1751,350,612850,4/22/2026,04/28/2026
Plant Power Vegan,Protein Powder,Unflavored,Shipped,Retail Store,5,75,3498,3660,12802680,1/19/2026,01/24/2026
Creatine Drive,Creatine,Blue Raspberry,Processing,Marketplace,1.1,100,1496,4898,7327408,3/23/2025,04/02/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Cancelled,Gym Partner,6,16,2162,2715,5869830,2/19/2026,02/21/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Processing,Marketplace,2,30,1551,4320,6700320,9/22/2026,10/01/2026
Creatine Drive,Creatine,Fruit Punch,Cancelled,Retail Store,0.66,60,899,788,708412,5/29/2026,06/02/2026
Mass Gainer Pro,Weight Gainer,Double Chocolate,Shipped,Marketplace,12,32,3919,3753,14708007,4/29/2025,05/04/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Processing,Marketplace,1,45,1838,132,242616,2/24/2025,03/05/2025
Nitro Whey Concentrate,Protein Powder,Vanilla Ice Cream,Delivered,Online Store,5,75,3666,2434,8923044,10/4/2026,10/13/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Shipped,Marketplace,1.33,60,2173,4018,8731114,4/13/2025,04/19/2025
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Delivered,Retail Store,6,16,1816,1940,3523040,4/6/2026,04/16/2026
Creatine Drive,Creatine,Blue Raspberry,Processing,Online Store,0.66,60,693,2190,1517670,4/26/2025,04/29/2025
Titan Weight Gainer,Weight Gainer,Double Chocolate,Delivered,Gym Partner,12,32,3351,392,1313592,7/3/2025,07/08/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Delivered,Online Store,6,16,2061,1266,2609226,3/13/2026,03/21/2026
Mass Gainer Pro,Weight Gainer,Double Chocolate,Processing,Gym Partner,12,32,3755,1968,7389840,7/14/2026,07/22/2026
Plant Power Vegan,Protein Powder,Unflavored,Delivered,Retail Store,2,30,1461,840,1227240,11/4/2025,11/11/2025
Max Pre-Workout,Pre-Workout,Watermelon,Delivered,Marketplace,1.33,60,1870,4999,9348130,12/9/2026,12/17/2026
Max Pre-Workout,Pre-Workout,Sour Apple,Delivered,Marketplace,1,45,1825,3716,6781700,11/11/2026,11/17/2026
Creatine Monohydrate Pure,Creatine,Unflavored,Cancelled,Retail Store,2.2,200,1475,4644,6849900,8/31/2026,09/10/2026
Max Pre-Workout,Pre-Workout,Watermelon,Processing,Retail Store,0.66,30,1231,356,438236,6/19/2025,06/28/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Delivered,Marketplace,6,16,2081,3986,8294866,7/28/2025,08/04/2025
Pre-Workout Ignition,Pre-Workout,Watermelon,Delivered,Online Store,1,45,2107,4871,10263197,2/14/2026,02/20/2026
Max Pre-Workout,Pre-Workout,Sour Apple,Cancelled,Online Store,0.66,30,1247,654,815538,8/19/2026,08/27/2026
Plant Power Vegan,Protein Powder,Cookies & Cream,Returned,Marketplace,2,30,1640,1079,1769560,11/24/2025,11/29/2025
Plant Power Vegan,Protein Powder,Unflavored,Returned,Retail Store,2,30,1594,1228,1957432,11/13/2026,11/21/2026
Whey Isolate Elite,Protein Powder,Milk Chocolate,Shipped,Marketplace,2,30,1448,4621,6691208,5/27/2026,06/01/2026
Plant Power Vegan,Protein Powder,Unflavored,Shipped,Retail Store,5,75,3548,3424,12148352,3/20/2026,03/25/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Shipped,Marketplace,5,75,3311,2173,7194803,7/28/2025,07/30/2025
Pre-Workout Ignition,Pre-Workout,Watermelon,Processing,Gym Partner,0.66,30,1332,2258,3007656,9/1/2026,09/04/2026
Creatine Monohydrate Pure,Creatine,Fruit Punch,Processing,Online Store,2.2,200,1344,3782,5083008,11/10/2026,11/15/2026
Creatine Drive,Creatine,Fruit Punch,Cancelled,Online Store,2.2,200,1627,4748,7724996,1/5/2025,01/11/2025
Plant Power Vegan,Protein Powder,Unflavored,Cancelled,Online Store,5,75,3242,141,457122,9/25/2025,09/28/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Processing,Online Store,1.33,60,2114,4057,8576498,10/21/2025,10/24/2025
Plant Power Vegan,Protein Powder,Cookies & Cream,Returned,Online Store,5,75,3002,4797,14400594,10/30/2026,11/07/2026
Creatine Monohydrate Pure,Creatine,Unflavored,Returned,Online Store,2.2,200,1687,4209,7100583,10/8/2025,10/12/2025
Whey Isolate Elite,Protein Powder,Cookies & Cream,Cancelled,Marketplace,5,75,3615,3633,13133295,1/6/2026,01/11/2026
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Cancelled,Online Store,6,16,1997,3979,7946063,4/25/2025,04/30/2025
Whey Isolate Elite,Protein Powder,Vanilla Ice Cream,Cancelled,Marketplace,5,75,3685,1792,6603520,3/6/2025,03/09/2025
Plant Power Vegan,Protein Powder,Unflavored,Returned,Online Store,5,75,3610,344,1241840,1/6/2026,01/09/2026
Whey Isolate Elite,Protein Powder,Cookies & Cream,Cancelled,Online Store,5,75,3359,2358,7920522,8/3/2026,08/09/2026
Whey Isolate Elite,Protein Powder,Vanilla Ice Cream,Shipped,Gym Partner,5,75,2804,861,2414244,1/14/2026,01/18/2026
Pre-Workout Ignition,Pre-Workout,Watermelon,Processing,Retail Store,0.66,30,1500,3586,5379000,11/12/2026,11/16/2026
Pre-Workout Ignition,Pre-Workout,Watermelon,Delivered,Retail Store,1.33,60,2195,4830,10601850,6/12/2026,06/19/2026
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Returned,Marketplace,5,75,3498,1647,5761206,1/17/2025,01/21/2025
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Processing,Retail Store,0.66,60,827,1467,1213209,10/5/2025,10/07/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Shipped,Marketplace,12,32,4120,3153,12990360,2/4/2025,02/09/2025
Creatine Drive,Creatine,Unflavored,Shipped,Retail Store,1.1,100,1312,4023,5278176,11/22/2025,11/30/2025
Titan Weight Gainer,Weight Gainer,Double Chocolate,Delivered,Gym Partner,6,16,2208,3586,7917888,2/24/2025,02/28/2025
Creatine Drive,Creatine,Blue Raspberry,Delivered,Gym Partner,0.66,60,697,994,692818,2/5/2025,02/07/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Cancelled,Marketplace,1,45,1808,395,714160,6/2/2025,06/08/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Returned,Marketplace,5,75,3400,1170,3978000,10/15/2025,10/17/2025
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Processing,Marketplace,1,45,2047,761,1557767,5/19/2026,05/26/2026
Mass Gainer Pro,Weight Gainer,Double Chocolate,Processing,Marketplace,12,32,3885,279,1083915,10/17/2025,10/23/2025
Creatine Monohydrate Pure,Creatine,Fruit Punch,Shipped,Retail Store,0.66,60,845,4906,4145570,1/25/2026,01/31/2026
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Cancelled,Marketplace,1.33,60,2272,4261,9680992,10/31/2026,11/10/2026
Mass Gainer Pro,Weight Gainer,Double Chocolate,Returned,Retail Store,6,16,2029,3032,6151928,11/15/2025,11/19/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Cancelled,Online Store,2,30,1767,2624,4636608,8/13/2026,08/17/2026
Max Pre-Workout,Pre-Workout,Watermelon,Cancelled,Marketplace,1,45,2089,1416,2958024,9/2/2026,09/12/2026
Creatine Drive,Creatine,Blue Raspberry,Returned,Marketplace,1.1,100,1767,1733,3062211,3/21/2025,03/23/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Returned,Marketplace,2,30,1299,4466,5801334,11/21/2025,11/30/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Returned,Marketplace,1,45,2049,2553,5231097,12/28/2026,01/06/2027
Titan Weight Gainer,Weight Gainer,Double Chocolate,Processing,Gym Partner,12,32,3683,4049,14912467,9/1/2025,09/03/2025
Nitro Whey Concentrate,Protein Powder,Vanilla Ice Cream,Cancelled,Retail Store,5,75,3427,3531,12100737,6/9/2026,06/18/2026
Creatine Drive,Creatine,Fruit Punch,Shipped,Online Store,2.2,200,1250,4480,5600000,7/7/2025,07/14/2025
Creatine Monohydrate Pure,Creatine,Fruit Punch,Cancelled,Online Store,0.66,60,693,2403,1665279,4/17/2026,04/23/2026
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Returned,Gym Partner,2,30,1233,1841,2269953,9/15/2026,09/25/2026
Creatine Drive,Creatine,Unflavored,Cancelled,Gym Partner,1.1,100,1745,4350,7590750,11/14/2026,11/18/2026
Nitro Whey Concentrate,Protein Powder,Vanilla Ice Cream,Shipped,Gym Partner,2,30,1658,679,1125782,5/13/2025,05/19/2025
Whey Isolate Elite,Protein Powder,Milk Chocolate,Returned,Gym Partner,2,30,1266,4349,5505834,5/12/2025,05/14/2025
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Returned,Gym Partner,5,75,2860,4520,12927200,7/22/2026,07/29/2026
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Returned,Retail Store,5,75,3018,1733,5230194,12/26/2025,12/29/2025
Creatine Drive,Creatine,Fruit Punch,Cancelled,Marketplace,2.2,200,1369,4852,6642388,4/18/2025,04/20/2025
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Returned,Retail Store,2,30,1669,2739,4571391,1/9/2026,01/15/2026
Creatine Monohydrate Pure,Creatine,Unflavored,Delivered,Online Store,2.2,200,1447,3786,5478342,3/5/2026,03/14/2026
Max Pre-Workout,Pre-Workout,Watermelon,Cancelled,Gym Partner,0.66,30,1496,3004,4493984,6/11/2025,06/21/2025
Creatine Drive,Creatine,Blue Raspberry,Processing,Marketplace,2.2,200,1665,172,286380,4/27/2026,05/07/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Delivered,Marketplace,1.33,60,1938,3309,6412842,9/15/2025,09/23/2025
Whey Isolate Elite,Protein Powder,Unflavored,Cancelled,Online Store,5,75,2881,4446,12808926,4/20/2025,04/28/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Shipped,Gym Partner,6,16,1819,4176,7596144,6/12/2025,06/22/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Returned,Gym Partner,5,75,3285,4657,15298245,11/22/2025,11/24/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Delivered,Marketplace,0.66,30,1360,4656,6332160,7/1/2025,07/07/2025
Titan Weight Gainer,Weight Gainer,Double Chocolate,Cancelled,Marketplace,12,32,3670,706,2591020,4/28/2025,04/30/2025
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Processing,Online Store,6,16,2361,1825,4308825,5/11/2025,05/14/2025
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Returned,Retail Store,6,16,2394,1339,3205566,2/11/2025,02/16/2025
Max Pre-Workout,Pre-Workout,Sour Apple,Shipped,Gym Partner,1,45,1956,1756,3434736,12/2/2025,12/10/2025
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Cancelled,Marketplace,12,32,3367,571,1922557,12/6/2025,12/11/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Processing,Online Store,5,75,2854,2740,7819960,7/2/2026,07/10/2026
Pre-Workout Ignition,Pre-Workout,Watermelon,Delivered,Gym Partner,0.66,30,1277,1751,2236027,10/21/2026,10/24/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Shipped,Marketplace,1.33,60,2043,3964,8098452,1/29/2025,02/02/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Processing,Retail Store,5,75,3761,2906,10929466,11/26/2025,12/04/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Shipped,Online Store,12,32,3940,4587,18072780,2/14/2026,02/21/2026
Whey Isolate Elite,Protein Powder,Cookies & Cream,Delivered,Marketplace,5,75,3379,2483,8390057,1/2/2025,01/12/2025
Creatine Monohydrate Pure,Creatine,Unflavored,Cancelled,Marketplace,0.66,60,679,4356,2957724,6/22/2026,06/24/2026
Plant Power Vegan,Protein Powder,Milk Chocolate,Delivered,Retail Store,5,75,3754,92,345368,5/27/2025,06/06/2025
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Shipped,Marketplace,12,32,3398,665,2259670,1/26/2025,01/31/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Returned,Marketplace,2,30,1245,466,580170,1/24/2025,01/31/2025
Pre-Workout Ignition,Pre-Workout,Watermelon,Returned,Retail Store,0.66,30,1121,4018,4504178,9/10/2025,09/20/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Cancelled,Online Store,1,45,2395,3746,8971670,6/24/2026,06/28/2026
Pre-Workout Ignition,Pre-Workout,Watermelon,Shipped,Online Store,0.66,30,1184,2604,3083136,12/5/2025,12/15/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Cancelled,Online Store,1.33,60,1955,1633,3192515,5/1/2026,05/08/2026
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Processing,Online Store,5,75,3676,117,430092,5/30/2026,06/08/2026
Creatine Drive,Creatine,Unflavored,Returned,Retail Store,2.2,200,1390,67,93130,1/2/2026,01/06/2026
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Delivered,Online Store,0.66,60,817,3282,2681394,10/26/2025,10/29/2025
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Delivered,Online Store,1,45,2285,3294,7526790,9/10/2025,09/19/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Returned,Online Store,1.33,60,2117,3983,8432011,1/19/2026,01/29/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Cancelled,Gym Partner,2,30,1453,2795,4061135,5/16/2026,05/22/2026
